iter	Logloss
203	0.2276172245
204	0.2265822027
205	0.2258369603
206	0.225296984
207	0.2245830851
208	0.2237617847
209	0.2231377474
210	0.222748432
211	0.222284553
212	0.2215592492
213	0.2209973483
214	0.2203865051
215	0.2198011654
216	0.2192503546
217	0.2188096194
218	0.2181005773
219	0.2173084377
220	0.2167792959
221	0.2160558012
222	0.2155677559
223	0.2149737053
224	0.2145707435
225	0.2141049179
226	0.2135131679
227	0.2127821618
228	0.2121006287
229	0.2117012063
230	0.2111705505
231	0.2107746871
232	0.2102671358
233	0.2098123609
234	0.2093435464
235	0.2086580021
236	0.2081867493
237	0.2075815102
238	0.2070025021
239	0.2066041612
240	0.2062202926
241	0.2055625326
242	0.2051276374
243	0.2046231929
244	0.2040554322
245	0.2035697858
246	0.2029915446
247	0.2024933923
248	0.2021624378
249	0.2017250061
250	0.2011973784
251	0.2005976844
252	0.2002891659
253	0.1998467396
254	0.1992462001
255	0.1987084851
256	0.1982514293
257	0.1979074183
258	0.1975102375
259	0.1970907782
260	0.1965855864
261	0.1960154661
262	0.1955487556
263	0.1951043434
264	0.1946758782
265	0.1940941958
266	0.1935445648
267	0.1931769381
268	0.1925939973
269	0.1923305865
270	0.1917927142
271	0.1914856114
272	0.1911480697
273	0.1908217361
274	0.1904322634
275	0.1902040698
276	0.1897654189
277	0.1893902808
278	0.1889795126
279	0.1885390527
280	0.1882111461
281	0.1877624669
282	0.187218263
283	0.1867846853
284	0.1864138141
285	0.1860165743
286	0.1856255482
287	0.1852299012
288	0.1848477629
289	0.184371319
290	0.1839228758
291	0.1834638537
292	0.1831794031
293	0.1825872205
294	0.1822159561
295	0.1817785833
296	0.1812852486
297	0.1808932983
298	0.1805343431
299	0.1802334146
300	0.1799264495
301	0.1792846365
302	0.1789488645
303	0.1786953444
304	0.1782211618
305	0.1779393658
306	0.1776098468
307	0.1771675975
308	0.1767921054
309	0.1762497892
310	0.175755137
311	0.175339217
312	0.1749410334
313	0.1745377373
314	0.1739756004
315	0.1737329739
316	0.1733774205
317	0.1731266533
318	0.1728753159
319	0.1725820561
320	0.1723236005
321	0.171884871
322	0.1714273826
323	0.1709509387
324	0.1706337683
325	0.170203966
326	0.1698504379
327	0.1693898427
328	0.1690300224
329	0.16881052
330	0.1683695292
331	0.1680614629
332	0.1678172043
333	0.1675038289
334	0.1670495456
335	0.1666273923
336	0.1663068398
337	0.1658955407
338	0.1655864716
339	0.1653400303
340	0.1650788022
341	0.1648342683
342	0.1645422277
343	0.1642420759
344	0.1637776955
345	0.1634750465
346	0.1630955824
347	0.1629137649
348	0.1626808619
349	0.1624655379
350	0.162221417
351	0.16198349
352	0.1616451617
353	0.1612809761
354	0.1610953144
355	0.1608489518
356	0.1605063566
357	0.160220156
358	0.1599334933
359	0.1596209143
360	0.159402513
361	0.1590064137
362	0.1588073023
363	0.1584440802
364	0.1581494833
365	0.1579110254
366	0.1574959214
367	0.1572290991
368	0.1568433329
369	0.1565833239
370	0.1563517384
371	0.1561643168
372	0.1560096642
373	0.155782326
374	0.1555577308
375	0.1554217486
376	0.1551646891
377	0.1548764337
378	0.1545118941
379	0.154254638
380	0.1539051705
381	0.1536208084
382	0.1531677639
383	0.1529244393
384	0.1524451738
385	0.1521643609
386	0.1519587999
387	0.1518632555
388	0.1515489755
389	0.1514800553
390	0.1511428971
391	0.1508232589
392	0.1503633322
393	0.1501680944
394	0.1498722981
395	0.1495497792
396	0.1492684944
397	0.148932516
398	0.1484133337
399	0.1481568248
400	0.1478252411
401	0.1476162783
402	0.1473586092
403	0.1470377126
404	0.1467743117
405	0.146502367
406	0.1464289046
407	0.1461789534
408	0.1459343704
409	0.1457551091
410	0.1453909137
411	0.1449637167
412	0.1446410995
413	0.1443605915
414	0.1441213175
415	0.1439342106
416	0.1436421109
417	0.1434606277
418	0.1432553124
419	0.1429509133
420	0.1425841518
421	0.1424077122
422	0.1420767283
423	0.1418168373
424	0.1414883407
425	0.1412868303
426	0.1408999925
427	0.1407156679
428	0.1403923625
429	0.1402442873
430	0.1400712298
431	0.1398830905
432	0.1396008521
433	0.1394047196
434	0.1391133967
435	0.1389486667
436	0.1386045279
437	0.1384538474
438	0.138226224
439	0.138078316
440	0.1379744146
441	0.1378327989
442	0.137742249
443	0.1375085988
444	0.1371670261
445	0.1368875012
446	0.1367346773
447	0.1363943238
448	0.1361114266
449	0.1359212226
450	0.1355583643
451	0.1352722424
452	0.1350219176
453	0.1346673965
454	0.1343266005
455	0.1341212164
456	0.1338456341
457	0.133696153
458	0.1335169212
459	0.1332466086
460	0.1328694255
461	0.1327637741
462	0.1324360444
463	0.1322707048
464	0.1322032201
465	0.1319016525
466	0.1316122566
467	0.1314633753
468	0.1313275996
469	0.1310830657
470	0.1308765411
471	0.1307179854
472	0.130577343
473	0.1303244424
474	0.1301157843
475	0.1299416552
476	0.1297932064
477	0.1296723454
478	0.1295005562
479	0.1292790187
480	0.1290354778
481	0.1288779544
482	0.1287480285
483	0.1285730539
484	0.1284253917
485	0.1281611059
486	0.1279836733
487	0.1276026755
488	0.1274335311
489	0.1271619109
490	0.1270402535
491	0.1268570988
492	0.1266466514
493	0.1263248208
494	0.126111296
495	0.1259511869
496	0.1257989038
497	0.1256901259
498	0.1254504194
499	0.1253350248
500	0.1252135641
501	0.1250100578
502	0.1248574208
503	0.1247253811
504	0.1244433393
505	0.1241686811
506	0.1237631926
507	0.1235426677
508	0.1233790289
509	0.123092612
510	0.1229144028
511	0.1227383073
512	0.1226102101
513	0.1224402103
514	0.1223513416
515	0.1221612458
516	0.1219584475
517	0.1218171464
518	0.121701447
519	0.1215078118
520	0.1214107042
521	0.1211480996
522	0.1209033592
523	0.1207615076
524	0.1206127344
525	0.1203882473
526	0.1202185129
527	0.1199765353
528	0.1197715346
529	0.1196417464
530	0.1193962785
531	0.1192270653
532	0.1191261724
533	0.1188889435
534	0.1187124449
535	0.1184138662
536	0.1182767337
537	0.1180495134
538	0.1178846556
539	0.1177803315
540	0.1174398501
541	0.1171925437
542	0.1171035373
543	0.1169050944
544	0.1167099255
545	0.1165143436
546	0.1164055461
547	0.1162208282
548	0.1159621465
549	0.1158109154
550	0.1156782563
551	0.1154975694
552	0.1152511282
553	0.1150437876
554	0.1149267315
555	0.114708517
556	0.114548516
557	0.1144047177
558	0.1142051245
559	0.1140975952
560	0.1138129382
561	0.113697288
562	0.11357333
563	0.1133944521
564	0.1132247178
565	0.1130470689
566	0.1128271535
567	0.1127639358
568	0.1125510304
569	0.1123868805
570	0.1121247282
571	0.111978639
572	0.1118523804
573	0.1116845042
574	0.1113942136
575	0.1112713961
576	0.1110970605
577	0.1108634398
578	0.1107487138
579	0.1105952312
580	0.1103287825
581	0.1100353261
582	0.109864933
583	0.1095870106
584	0.1094065991
585	0.1092419575
586	0.1091860742
587	0.1090435343
588	0.1088781652
589	0.1087760237
590	0.1085826638
591	0.1084489527
592	0.108223276
593	0.10804254
594	0.1078247975
595	0.1076957762
596	0.1075258058
597	0.1073833151
598	0.1072359675
599	0.1069730975
600	0.1068116414
601	0.106721062
602	0.1065350759
603	0.1064433855
604	0.1062049964
605	0.1060226873
606	0.1058022017
607	0.1055753059
608	0.1054426665
609	0.1053610733
610	0.1051624337
611	0.1050153713
612	0.1048820535
613	0.1047063415
614	0.1044659762
615	0.1043780415
616	0.1041825481
617	0.1038952857
618	0.1037397286
619	0.1034769471
620	0.1034307971
621	0.1033008811
622	0.1032113144
623	0.103083699
624	0.1029412083
625	0.1028031418
626	0.1027394914
627	0.1025882603
628	0.1023898567
629	0.1022162192
630	0.1021356681
631	0.1019417773
632	0.1017530776
633	0.1016531581
634	0.1015660296
635	0.1014886247
636	0.1013392714
637	0.101252723
638	0.1009931958
639	0.1008482176
640	0.100573992
641	0.1004610357
642	0.1003884384
643	0.1001846078
644	0.1000635403
645	0.09984880624
646	0.09974163095
647	0.09959201223
648	0.09945214655
649	0.09935371163
650	0.09915231921
651	0.0989762434
652	0.09879806361
653	0.09873387248
654	0.09857238691
655	0.09840655573
656	0.09830755057
657	0.09822473821
658	0.09811290269
659	0.09805232962
660	0.09798144311
661	0.09778069958
662	0.09769624533
663	0.09756153146
664	0.09741018236
665	0.0973010014
666	0.09695904525
667	0.09679092329
668	0.09664417542
669	0.09644749238
670	0.09626068037
671	0.09610384518
672	0.09592697301
673	0.09576254776
674	0.09557444779
675	0.09541327683
676	0.09533204737
677	0.09520488424
678	0.09507788825
679	0.09499527253
680	0.09483556649
681	0.09467728605
682	0.09459230089
683	0.09443601628
684	0.09427062752
685	0.09399008014
686	0.09383103282
687	0.09370951308
688	0.0935589112
689	0.09333623316
690	0.09322046496
691	0.09306184041
692	0.09288615787
693	0.09273544783
694	0.09258637969
695	0.09246904825
696	0.09237387746
697	0.09221140871
698	0.09195682683
699	0.09183713579
700	0.09170401465
701	0.09161211781
702	0.09131775689
703	0.09119289438
704	0.09103715051
705	0.09090573026
706	0.09078228351
707	0.09062633318
708	0.09044614772
709	0.09030139569
710	0.09018528339
711	0.09006233805
712	0.08986175183
713	0.08981453021
714	0.08960736658
715	0.08938119829
716	0.08924293518
717	0.08917746593
718	0.08907051676
719	0.08897716483
720	0.08882778207
721	0.08873746813
722	0.08864477492
723	0.08855258312
724	0.08834628469
725	0.08817985377
726	0.08806918823
727	0.08788741987
728	0.08776511359
729	0.08765075133
730	0.08759168251
731	0.08750654987
732	0.08742408163
733	0.08733747423
734	0.08719817879
735	0.08707575454
736	0.0869498302
737	0.0867798992
738	0.08668154294
739	0.08663262043
740	0.08647132166
741	0.0863898759
742	0.08624511404
743	0.08612428252
744	0.08596737852
745	0.08589691477
746	0.08582395377
747	0.08576119806
748	0.08569868815
749	0.08547050437
750	0.08531383632
751	0.08512915778
752	0.08493440176
753	0.08481194801
754	0.08466642911
755	0.08457890737
756	0.0844963408
757	0.08443658376
758	0.08435672091
759	0.08423016735
760	0.08402281692
761	0.08391602506
762	0.08383102024
763	0.08373143501
764	0.0835307603
765	0.08339623323
766	0.08329784747
767	0.08316068551
768	0.08306055954
769	0.08297994948
770	0.08286598048
771	0.0827491013
772	0.08258237544
773	0.08244327172
774	0.08226263892
775	0.08223952461
776	0.08214702311
777	0.081926803
778	0.08187032483
779	0.08176808505
780	0.08166241892
781	0.08160943592
782	0.08152167822
783	0.08147215597
784	0.08137881879
785	0.08127394411
786	0.0811257559
787	0.08100149804
788	0.08083721534
789	0.08070001897
790	0.08066319436
791	0.0805753236
792	0.08039404191
793	0.0802087538
794	0.08008542995
795	0.08002059484
796	0.07998691146
797	0.07976434157
798	0.07966272118
799	0.07951173586
800	0.07930497042
801	0.07922483228
802	0.07908382612
803	0.07895231739
804	0.07885414301
805	0.07873417668
806	0.07865605403
807	0.07855084999
808	0.07844999156
809	0.07832778852
810	0.0781545639
811	0.07809824304
812	0.07796493019
813	0.07790068007
814	0.07779632647
815	0.07770827873
816	0.07766434581
817	0.07757015818
818	0.07754079583
819	0.07743558687
820	0.07733421719
821	0.07715059064
822	0.07698468081
823	0.07695505791
824	0.07686136187
825	0.07665626782
826	0.07659653536
827	0.07646696346
828	0.07643152512
829	0.07627112595
830	0.07608333568
831	0.07590135594
832	0.07584483845
833	0.07576019248
834	0.0756487109
835	0.0755581315
836	0.07546873191
837	0.07530813119
838	0.07523585841
839	0.07514278176
840	0.07503403339
841	0.07495139309
842	0.07487037501
843	0.07475588494
844	0.07460327247
845	0.07448909701
846	0.07446013775
847	0.07434780573
848	0.07428762102
849	0.07423723358
850	0.0740272286
851	0.07391123428
852	0.07386883018
853	0.07379409947
854	0.0737218906
855	0.07363464906
856	0.07351310474
857	0.07339743978
858	0.07325861134
859	0.07314239581
860	0.07294101322
861	0.07281006489
862	0.07274741242
863	0.07268609706
864	0.07251132395
865	0.07247439119
866	0.0723415011
867	0.07230161883
868	0.07217500136
869	0.07214111643
870	0.07211110027
871	0.07191730283
872	0.07184153488
873	0.07164473878
874	0.07158300066
875	0.07152239809
876	0.0714445704
877	0.07136657558
878	0.07126048668
879	0.07120122123
880	0.0710803848
881	0.07101950203
882	0.0710082939
883	0.07097705369
884	0.07074756721
885	0.07066439599
886	0.0705610059
887	0.07046327886
888	0.07031188552
889	0.07019873747
890	0.07013924589
891	0.07001444728
892	0.0698819652
893	0.06973136332
894	0.06953556021
895	0.06942536167
896	0.06927282294
897	0.06918110798
898	0.06910290669
899	0.06907648893
900	0.06905082329
901	0.0689181495
902	0.06890854885
903	0.06882996903
904	0.06869299387
905	0.06863544897
906	0.06855325109
907	0.0684175688
908	0.06835754139
909	0.06824724945
910	0.06807838519
911	0.06801834795
912	0.06792101418
913	0.06786476214
914	0.0677872589
915	0.06777048603
916	0.06764097312
917	0.06747336732
918	0.06736987399
919	0.06722853847
920	0.06718015179
921	0.06710548499
922	0.06701963464
923	0.06693852316
924	0.06686032679
925	0.06667813567
926	0.06664193537
927	0.06659539213
928	0.06653098962
929	0.06642252637
930	0.06636910586
931	0.06633613036
932	0.06625143031
933	0.06612333317
934	0.06602265663
935	0.06589141826
936	0.06576767164
937	0.06563076531
938	0.06554985046
939	0.06545570216
940	0.06534660969
941	0.06528192697
942	0.06519526059
943	0.0650404409
944	0.06500225952
945	0.06493628394
946	0.06485810231
947	0.06478065314
948	0.06469114048
949	0.0645377808
950	0.06449828689
951	0.06438057693
952	0.06427318042
953	0.06420613318
954	0.06410856345
955	0.06409811236
956	0.06398315036
957	0.06394850347
958	0.06390710221
959	0.06382736226
960	0.06374478094
961	0.06361178762
962	0.0634952673
963	0.06337447511
964	0.06329996561
965	0.06315307519
966	0.0630917205
967	0.06296879483
968	0.06283391382
969	0.06278340841
970	0.06271812596
971	0.06255051524
972	0.06241378096
973	0.062263125
974	0.06219657426
975	0.06213568658
976	0.06206402336
977	0.06203067426
978	0.06197408794
979	0.06192256986
980	0.06178944381
981	0.06172487416
982	0.06166332284
983	0.06155491858
984	0.06147011531
985	0.06141152824
986	0.06135064056
987	0.06119108692
988	0.06113377797
989	0.0610444472
990	0.0609668653
991	0.06085467584
992	0.06074268302
993	0.06061297348
994	0.06054670786
995	0.06047241467
996	0.06036040709
997	0.06027154333
998	0.06023042227
999	0.06013541861
